asset_key,day,price,volume
PAXG,2026-03-12,5119.913049,19344314.415555
PAXG,2026-03-13,5023.983689,17687284.436738
PAXG,2026-03-14,5014.701941,15282832.886865
PAXG,2026-03-15,4985.431306,15926624.641724
PAXG,2026-03-16,5002.501853,17128112.189726
PAXG,2026-03-17,5003.660458,9657767.931683
PAXG,2026-03-18,4823.441453,21994227.302202
PAXG,2026-03-19,4648.620464,24767645.387725
PAXG,2026-03-20,4511.710127,32643584.194364
PAXG,2026-03-21,4499.162387,11443590.040946
PAXG,2026-03-22,4479.451924,18412580.271945
PAXG,2026-03-23,4445.647607,49244841.195999
PAXG,2026-03-24,4547.183362,23876158.195081
PAXG,2026-03-25,4504.976619,16288765.100580
PAXG,2026-03-26,4414.487475,14892941.545548
PAXG,2026-03-27,4494.247320,18917500.338492
PAXG,2026-03-28,4503.299902,7135869.249602
PAXG,2026-03-29,4456.038355,16949839.780350
PAXG,2026-03-30,4498.986878,14595531.686044
PAXG,2026-03-31,4682.457900,13468001.372100
PAXG,2026-04-01,4772.228439,9301277.203431
PAXG,2026-04-02,4670.438282,13495764.286473
PAXG,2026-04-03,4653.292419,5733712.703565
PAXG,2026-04-04,4655.157843,8041634.488809
PAXG,2026-04-05,4610.514114,15870097.218800
PAXG,2026-04-06,4634.261228,7774268.101263
PAXG,2026-04-07,4814.010820,13965655.199776
PAXG,2026-04-08,4703.028301,13413341.357793
PAXG,2026-04-09,4747.195114,8791162.852249
PAXG,2026-04-10,4728.576448,7428482.057614
PAXG,2026-04-11,4736.003543,4233924.516655
PAXG,2026-04-12,4655.952325,10340395.957267
PAXG,2026-04-13,4750.596248,11291163.642249
PAXG,2026-04-14,4824.355956,10030050.413932
PAXG,2026-04-15,4812.395239,7572342.831003
PAXG,2026-04-16,4776.640735,8807087.293519
PAXG,2026-04-17,4827.295184,9714463.808357
PAXG,2026-04-18,4777.674818,6822945.134715
PAXG,2026-04-19,4741.975827,7097253.013180
PAXG,2026-04-20,4807.723224,7218418.366358
PAXG,2026-04-21,4719.770969,8100251.314394
PAXG,2026-04-22,4721.689783,3849229.752147
PAXG,2026-04-23,4686.687607,6803301.147858
PAXG,2026-04-24,4694.381891,6571662.385674
PAXG,2026-04-25,4680.849388,1833234.379923
PAXG,2026-04-26,4664.874667,4211688.564099
PAXG,2026-04-27,4672.393066,9878980.297635
PAXG,2026-04-28,4588.769902,7918317.145808
PAXG,2026-04-29,4555.818402,5500620.667061
PAXG,2026-04-30,4620.435699,8098714.035031
PAXG,2026-05-01,4600.928307,7752186.910854
PAXG,2026-05-02,4601.220688,1527738.531127
PAXG,2026-05-03,4618.151119,6070594.546045
PAXG,2026-05-04,4527.340905,9551976.855604
PAXG,2026-05-05,4586.745804,4905092.909603
PAXG,2026-05-06,4678.783066,10734319.467621
PAXG,2026-05-07,4688.157645,12059199.479916
PAXG,2026-05-08,4717.064547,7328073.747607
PAXG,2026-05-09,4715.145351,2152798.925018
PAXG,2026-05-10,4693.562748,4908401.600484
PAXG,2026-05-11,4748.559592,8660339.290870
PAXG,2026-05-12,4723.520424,7897603.103602
PAXG,2026-05-13,4689.086976,4772263.774923
PAXG,2026-05-14,4656.416747,6903567.258105
PAXG,2026-05-15,4537.186762,12239674.236115
PAXG,2026-05-16,4522.544861,7430681.094113
PAXG,2026-05-17,4538.777125,6575159.147867
PAXG,2026-05-18,4586.284520,9915949.768421
PAXG,2026-05-19,4493.111941,8516345.870754
PAXG,2026-05-20,4530.760336,6287784.606653
PAXG,2026-05-21,4523.758159,8072214.274061
PAXG,2026-05-22,4503.450728,7444185.204836
PAXG,2026-05-23,4517.032673,9381456.922553
PAXG,2026-05-24,4561.115269,14180985.304663
PAXG,2026-05-25,4545.573976,4189388.900571
PAXG,2026-05-26,4518.309135,9532766.029240
PAXG,2026-05-27,4450.461239,21545258.152926
PAXG,2026-05-28,4488.994424,18384461.376414
PAXG,2026-05-29,4529.430309,10152156.706889
PAXG,2026-05-30,4532.347790,4368745.848711
PAXG,2026-05-31,4530.171130,5792829.696743
PAXG,2026-06-01,4472.255836,14400431.610144
PAXG,2026-06-02,4463.353447,6213136.666484
PAXG,2026-06-03,4461.206155,14236517.766158
PAXG,2026-06-04,4449.599803,14842853.273373
PAXG,2026-06-05,4314.444249,15783597.286863
PAXG,2026-06-06,4286.976568,8046509.735319
PAXG,2026-06-07,4331.966770,9133315.708552
PAXG,2026-06-08,4311.927967,5134873.522708
PAXG,2026-06-09,4212.845230,4170308.944706
PAXG,2026-06-10,4049.145829,9078202.886264
PAXG,2026-06-11,4219.249870,7150646.854918
PAXG,2026-06-12,4206.100624,7575472.601254
PAXG,2026-06-13,4227.387844,3590967.358479
PAXG,2026-06-14,4282.810073,9840679.096870
PAXG,2026-06-15,4303.052413,3234559.758028
PAXG,2026-06-16,4326.264560,2375202.332225
PAXG,2026-06-17,4263.967012,5877110.309012
PAXG,2026-06-18,4179.384179,4041385.216854
PAXG,2026-06-19,4146.460468,3087472.693173
PAXG,2026-06-20,4152.147340,2970058.428087
PAXG,2026-06-21,4140.757865,3959683.007032
PAXG,2026-06-22,4175.631532,3211985.486234
PAXG,2026-06-23,4091.912333,5210528.235319
PAXG,2026-06-24,4009.031010,11088673.279387
PAXG,2026-06-25,4015.237879,7967509.515365
PAXG,2026-06-26,4077.307122,4694382.079011
PAXG,2026-06-27,4077.069947,2944203.712736
PAXG,2026-06-28,4060.923270,3188980.450814
PAXG,2026-06-29,4012.617725,4653306.379418
PAXG,2026-06-30,4001.161097,6608384.213406
PAXG,2026-07-01,4038.721880,9297662.042766
PAXG,2026-07-02,4120.298015,7538036.159576
PAXG,2026-07-03,4172.051235,5166644.731485
PAXG,2026-07-04,4158.677835,3826908.594726
PAXG,2026-07-05,4187.562696,3505762.521867
PAXG,2026-07-06,4163.804903,4479228.434734
PAXG,2026-07-07,4103.631555,6594147.805746
PAXG,2026-07-08,4065.934288,5224066.606849
PAXG,2026-07-09,4117.662095,3581156.730147
PAXG,2026-07-10,4110.738334,3888059.091725
PAXG,2026-07-11,4097.943070,2420553.750368
PAXG,2026-07-12,4071.781055,3409308.268024
PAXG,2026-07-13,3994.671653,6958357.491495
PAXG,2026-07-14,4044.967879,6699681.473935
PAXG,2026-07-15,4046.154859,3076430.151911
PAXG,2026-07-16,3981.241945,4200834.968718
PAXG,2026-07-17,4005.590812,4924190.763801
PAXG,2026-07-18,4011.018860,1498743.910335
PAXG,2026-07-19,3987.868651,2916303.736084
PAXG,2026-07-20,4001.467146,3970523.847829
PAXG,2026-07-21,4074.793128,4137856.113279
PAXG,2026-07-22,4122.561129,4280980.117738
PAXG,2026-07-23,4044.580895,3106623.468045
PAXG,2026-07-24,4046.024682,5246119.329426
PAXG,2026-07-25,4052.253413,1315145.699146
PAXG,2026-07-26,4079.146211,8040037.503843
PAXG,2026-07-27,4064.258884,3674519.333182
PAXG,2026-07-28,4019.687315,3524473.625458
PAXG,2026-07-29,4076.185774,6865602.726219
PAXG,2026-07-30,4097.092518,6511396.687232
PAXG,2026-07-31,4041.149716,6201362.827047
PAXG,2026-08-01,4041.931292,2227491.236692
WTIC,2026-03-12,86.441004,176.807467
WTIC,2026-03-13,92.511466,1257.485208
WTIC,2026-03-14,98.902990,834.407893
WTIC,2026-03-16,98.165800,483.359542
WTIC,2026-03-18,95.290122,381.160487
WTIC,2026-03-23,91.790939,569.816411
WTIC,2026-03-25,90.834669,363.338675
WTIC,2026-03-27,94.356904,999.465989
WTIC,2026-03-29,97.685986,344.113733
WTIC,2026-03-30,102.004927,460.752403
WTIC,2026-04-01,,6.027298
WTIC,2026-04-02,105.163537,620.091754
WTIC,2026-04-05,108.236622,406.640334
WTIC,2026-04-06,,5.000119
WTIC,2026-04-08,91.062517,2600.868118
WTIC,2026-04-09,,3.988366
WTIC,2026-04-10,,9.917045
WTIC,2026-04-11,,1.999770
WTIC,2026-04-12,95.831263,1009.334268
WTIC,2026-04-13,93.732422,946.447964
WTIC,2026-04-14,92.862742,869.413631
WTIC,2026-04-15,,4.234261
WTIC,2026-04-17,88.823178,1154.701311
WTIC,2026-04-18,85.800196,108.810577
WTIC,2026-04-19,,98.516757
WTIC,2026-04-22,87.156179,1821.054911
WTIC,2026-04-23,92.661559,7991.682288
WTIC,2026-04-24,,30.140758
WTIC,2026-04-25,,4.992427
WTIC,2026-04-26,,68.516282
WTIC,2026-04-27,93.980079,1206.922224
WTIC,2026-04-28,98.588329,4722.308339
WTIC,2026-04-29,100.370915,3274.303892
WTIC,2026-04-30,101.839431,1412.680358
WTIC,2026-05-01,102.962159,622.285125
WTIC,2026-05-03,100.328553,3024.966080
WTIC,2026-05-04,103.127183,6231.089934
WTIC,2026-05-05,,40.957928
WTIC,2026-05-06,94.895325,13768.283550
WTIC,2026-05-11,,96.890125
WTIC,2026-05-12,97.045423,4521.016506
WTIC,2026-05-13,96.845709,602.920948
WTIC,2026-05-15,98.735356,3203.702376
WTIC,2026-05-17,100.669696,3949.562155
WTIC,2026-05-18,100.933245,2782.718004
WTIC,2026-05-19,101.632248,1326.994164
WTIC,2026-05-20,101.551361,3141.489134
WTIC,2026-05-21,99.165028,4030.636811
WTIC,2026-05-22,97.843657,4945.629458
WTIC,2026-05-23,94.859766,6677.576131
WTIC,2026-05-25,,10.913063
WTIC,2026-05-26,,10.819640
WTIC,2026-05-28,94.897366,1500.872295
WTIC,2026-06-01,,43.199578
WTIC,2026-06-02,,14.650685
WTIC,2026-06-03,96.469249,71597.414175
WTIC,2026-06-04,97.046299,86240.011020
WTIC,2026-06-05,96.191309,12543.795892
WTIC,2026-06-06,96.284625,11539.459381
WTIC,2026-06-07,96.536705,17616.177521
WTIC,2026-06-08,97.124858,3847.234537
WTIC,2026-06-09,89.024219,11041.846420
WTIC,2026-06-10,90.260963,5338.320222
WTIC,2026-06-11,85.804223,7695.497642
WTIC,2026-06-12,82.754610,5752.242214
WTIC,2026-06-13,82.912451,3295.386433
WTIC,2026-06-14,83.095587,6088.110283
WTIC,2026-06-15,82.647752,7839.431705
WTIC,2026-06-16,82.508509,1157.456487
WTIC,2026-06-17,75.096792,5930.920881
WTIC,2026-06-18,75.086965,257.852844
WTIC,2026-06-19,75.758937,2612.603216
WTIC,2026-06-20,77.891958,1625.089644
WTIC,2026-06-21,77.999962,6044.882006
WTIC,2026-06-22,76.013249,4429.501552
WTIC,2026-06-23,75.466592,844.755848
WTIC,2026-06-24,71.261744,30579.070423
WTIC,2026-06-25,71.447113,38204.110332
WTIC,2026-06-26,71.024237,4974.132677
WTIC,2026-06-27,71.408515,117051.709698
WTIC,2026-06-28,72.796725,102335.198824
WTIC,2026-06-29,70.934710,92552.131313
WTIC,2026-06-30,71.119407,7213.133443
WTIC,2026-07-01,68.298987,60268.980005
WTIC,2026-07-02,68.091560,48065.425911
WTIC,2026-07-03,69.207890,361598.322714
WTIC,2026-07-04,68.950436,357.280076
WTIC,2026-07-05,68.602746,384.043667
WTIC,2026-07-06,,96.229607
WTIC,2026-07-07,71.589179,3519.461791
WTIC,2026-07-08,74.374069,3531.037951
WTIC,2026-07-09,72.577004,2942.225080
WTIC,2026-07-10,,0.444514
WTIC,2026-07-11,,4.925457
WTIC,2026-07-12,73.283340,1605.313917
WTIC,2026-07-13,79.534874,10181.395367
WTIC,2026-07-14,79.851618,656.284889
WTIC,2026-07-15,,70.079357
WTIC,2026-07-16,,0.145770
WTIC,2026-07-17,,21.757907
WTIC,2026-07-20,82.264411,18488.043149
WTIC,2026-07-21,83.752541,2098.901045
WTIC,2026-07-22,85.187701,1951.486254
WTIC,2026-07-23,91.120844,7102.223582
WTIC,2026-07-24,89.478792,5524.770153
WTIC,2026-07-25,,4.436488
WTIC,2026-07-26,84.890903,6533.890920
WTIC,2026-07-27,82.202152,3997.494297
WTIC,2026-07-28,81.361601,5570.316040
WTIC,2026-07-29,84.468147,2181.970256
WTIC,2026-07-30,83.698872,5410.499721
WTIC,2026-07-31,86.936466,7331.884396
WTIC,2026-08-01,86.979126,1394.584233
